#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery3
#Serial Number: SN:210415B9F9DB
#Date Time: 2026-04-23 14:53:29.236
#Start: 1 Hz
#Stop: 5000 Hz
#Steps: 101
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 8 
#Channel: Channel 1
#Range: 5.17265 V
#Offset: -3.99268e-05 V
#Relative: no
#Channel: Channel 2
#Range: 5.17492 V
#Offset: 6.18367e-05 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
2133.403503223242,-0.002332268227204186,-37.94434186643316,-326.715935399577
2323.072180026229,-0.004789206850663789,-36.15752008559027,-339.5459244408655
2529.60321170294,-0.001107368886691491,-36.8902787616696,-310.6558345363558
2754.495733570181,-0.0002140304370082513,-36.14070626874507,-349.5748616956982
2999.382160472731,-0.002594049100641965,-36.68252298512168,-3.062618649881743
3266.040035902224,-9.928045994421044e-06,-36.40977716702803,-342.1724768775916
3556.404934553247,0.001599086608810978,-35.68137663687367,-325.9388331028841
3872.584511971773,0.001342291051841102,-36.55523054000079,-13.64765652884986
4216.873803277285,0.00189575371148033,-35.10235085846747,-330.8587345895048
4591.771882006599,0.002485476752355687,-35.75819499324267,-358.4303476081197
5000,0.003935625365521484,-36.12868169889932,-13.38230692507411
