#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery3
#Serial Number: SN:210415B9F9DB
#Date Time: 2026-04-23 14:50:55.641
#Start: 1 Hz
#Stop: 5000 Hz
#Steps: 101
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 8 
#Channel: Channel 1
#Range: 5.17265 V
#Offset: -3.99268e-05 V
#Relative: no
#Channel: Channel 2
#Range: 5.17492 V
#Offset: 6.18367e-05 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
50.29516091735803,-0.005031489268036373,-7.71930694491523,-4.924946184245973
54.76661538266474,-0.005751668690088753,-7.284665110229768,-5.318258279887775
59.63560123410552,-0.004605212918259724,-6.931302075499098,-6.233718860166009
64.93746070857163,-0.004710998895725654,-6.23520402847414,-6.19952231677607
70.71067811865476,-0.006794519301190629,-5.42790980804722,-6.730500972788499
76.99715919658696,-0.008683530294665575,-4.281133262945749,-7.706027269115344
83.84253527304941,-0.006197102863243218,-2.597374545789577,-9.018393055929362
91.29649449877542,-0.006553698980581503,0.1614973720867951,-13.69651153902674
99.41314251316741,-0.004244415491626643,7.250522614071233,-74.49980099253551
108.2513951778937,-0.003204777390803438,7.390822873429764,-119.0312000761983
117.8754062261777,-0.004485387654933328,5.682456533713632,-158.6019277808618
128.3550329319345,-0.00525769737201183,0.8315932328972854,-174.514308219614
139.7663431788814,-0.005964600968140717,-3.19216991042897,-226.6197326125377
152.1921676102556,-0.003434688205050248,-6.810983883596139,-271.0757077540316
165.7227008669993,-0.004209410702317852,-9.824090077066113,-223.6019598348384
180.4561562785853,-0.00488420354212859,-12.34275151235009,-186.1561716491799
196.4994787586509,-0.00488659521266852,-14.85695968821321,-186.8846156123607
213.969121080097,-0.004768343148040938,-16.85037930807535,-187.1755072685233
232.9918891643553,-0.004432888725988243,-18.91574721965894,-187.8506619733537
253.705862520481,-0.003382021768830313,-20.67530331769549,-188.7371006340618
276.2613965152074,-0.00399029321031614,-22.51003799267994,-187.7629226180488
300.8222137490871,-0.003763427702021833,-24.08480883047852,-189.3281407822883
327.5665924606298,-0.00352980614341252,-25.58333115920519,-189.4402319040666
356.6886605846406,-0.003521970224443583,-27.02856291914263,-231.2199435906482
388.3998048578666,-0.004212811135349393,-28.67950701037179,-189.5881569254383
422.9302052001509,-0.003811881069835861,-29.97656322234672,-209.4470172041767
460.5305055086172,-0.003679021590820936,-31.45984605944844,-216.1182852210607
501.4736329925933,-0.004482102104960496,-31.85637091819258,-212.5305685063502
546.0567792551683,-0.004094390623239966,-32.83393889577579,-250.5990550711605
594.6035575013606,-0.003668557062770751,-35.21765543084094,-299.2056564072769
647.4663515312955,-0.003856332139935149,-35.65212720035285,-265.5012063967507
705.0288735689037,-0.003790510073654455,-36.86597090127822,-314.4285669927967
767.708949492507,-0.003982918988180133,-36.5281312931472,-269.4265559348148
835.9615516842912,-0.004228069512027913,-37.66075156362487,-303.6700257988193
910.2821015130405,-0.003724771831849783,-37.91112632041922,-321.9247276233648
991.2100654216822,-0.003582884487128976,-39.9646590628524,-327.306725500812
1079.332870722362,-0.00337342213156659,-40.84151678684283,-339.9351085723262
1175.290169522419,-0.0039419310744311,-40.17466613205595,-306.9527702177575
1279.778481731564,-0.003687730570553344,-40.54295545033519,-342.5097915319575
1393.556250852234,-0.003222677994771042,-37.77947490020032,-343.2575469232005
1517.449349251264,-0.002891359923766852,-37.19848151488922,-357.3592223269173
1652.35707287373,-0.002424468620643784,-38.76447779483198,-338.9113571976819
1799.258668912415,-0.00243420395316729,-38.85764831096447,-324.9084964513457
1959.220443814972,-0.002937176372257594,-40.08039069372171,-309.1223077064489
2133.403503223242,-0.002591076226647835,-37.53547642032103,-306.0372446961194
2323.072180026229,-0.004334565576566725,-37.40446817918281,-348.8196258565991
2529.60321170294,-0.0006726292155436364,-37.41001272549636,-344.6702654073379
2754.495733570181,-4.590441435866579e-06,-35.76285424288082,-318.6929279827901
2999.382160472731,-0.001926071722427367,-36.46869284420183,-351.6053547641834
3266.040035902224,0.0008568405716299263,-35.73991883602724,-0.4218487514217082
3556.404934553247,0.001336602123684581,-35.26404396362272,-329.4023216960826
3872.584511971773,0.002439783955633983,-35.28805215282058,-337.0442514568193
4216.873803277285,0.002804939930814883,-34.73622388372056,-329.382943131467
4591.771882006599,0.003250585368189755,-34.69852419887738,-357.1947157196317
5000,0.00454675195760774,-35.93545817363769,-5.126136537449024
